ascore,category,description,ein,tot_exp,fund_eff,fscore,NAME,tot_rev,score,state,size,CITY,ZIP,STATUS,impact_score,impact_efficiency,INCOME_AMT,REVENUE_AMT
85.0,Education,"Gottesman RTW Academy, founded in 1967, is a co-educational pluralistic, Jewish community day school serving approximately 200 children starting with infant care to early childhood education through eighth grade. Gottesman RTW Academy maintains high standards of academic excellence and nurtures students in an environment infused with the richness of Jewish life. GRTWA inspires intellectual curiosity, critical thinking, and personal integrity to enable our students to emerge as lifelong learners, compassionate individuals, and successful members of society who are rooted in their heritage. As a community day school, GRTWA welcomes families from a wide range of Jewish backgrounds, reflecting the diversity of the American Jewish community today.",22-1833220,4794513.0,0.05,97.05,GOTTESMAN RTW ACADEMY,4288825.0,89.19,NJ,mid,RANDOLPH,07869-1902,1,High,8.872904515716871e-07,4339703.0,3381080.0
77.0,Health,"The Gloria Gemma Breast Cancer Resource Foundation was established in 2004, in loving memory of Gloria Gemma, a wife and mother-of-nine who lost her courageous fight in 2002. This devout woman instilled in her children strong family values and the importance of helping others in need. Our mission is, to celebrate and nurture life in our local community before, during and after a breast cancer diagnosis by providing education, access to wellness resources and support programs to all those touched by cancer. 
The Foundation has a family atmosphere where hugs are plentiful and emotions are never judged. We are here to help all people who are living with breast cancer, which includes patients, survivors, family members, and friends. We want you to know that you are not alone. We're here for you!",13-4283582,1471102.0,0.08,85.86,GLORIA GEMMA BREAST CANCER RESOURCE FOUNDATION,1240262.0,80.9,RI,small,PAWTUCKET,02860-2134,1,High,1.7028551772757382e-06,1962414.0,1761747.0
93.0,Human Services,"Girls on the Run is dedicated to creating a world where every girl knows and activates her limitless potential and is free to boldly pursue her dreams. We inspire girls to be joyful, healthy and confident using a fun, experience-based curriculum which creatively integrates running. Meeting twice a week in small teams of 8-20 girls, we teach life skills through dynamic, interactive lessons and running games. The 24-lesson curriculum is taught by certified Girls on the Run coaches and includes three parts: understanding ourselves, valuing relationships and teamwork and understanding how we connect with and shape the world at large.",56-2201835,4945610.0,0.18,83.67,GIRLS ON THE RUN INTERNATIONAL,6571090.0,87.43,NC,mid,UXBRIDGE,01569-1280,1,Low,1.801314959920742e-05,71599.0,55515.0
93.0,Human Services,"Girls on the Run is dedicated to creating a world where every girl knows and activates her limitless potential and is free to boldly pursue her dreams. We inspire girls to be joyful, healthy and confident using a fun, experience-based curriculum which creatively integrates running. Meeting twice a week in small teams of 8-20 girls, we teach life skills through dynamic, interactive lessons and running games. The 24-lesson curriculum is taught by certified Girls on the Run coaches and includes three parts: understanding ourselves, valuing relationships and teamwork and understanding how we connect with and shape the world at large.",56-2201835,4945610.0,0.18,83.67,GIRLS ON THE RUN INTERNATIONAL,6571090.0,87.43,NC,mid,WILLIAMSBURG,01096-0072,1,Low,1.0,,0.0
89.0,Human Services,"The mission of Gifts of Love is to reduce financial crises for working individuals and families in the Greater Hartford area with offering short-term programs and education that support and improve sustainability. The individuals and families Gifts of Love and Community Farm of Simsbury serve often face a short-term financial crisis due to reduced work hours, illness, divorce, death of a spouse/mate, exiting an abusive relationship, or a significant unexpected increase in expenses. By helping clients meet their most basic needs through food, clothing, housewares, linens and furniture, we enable them to focus on putting their lives back in order and attaining financial independence. Clients can visit the Agency for services once per month for up to one year.",06-1309318,1800248.0,0.08,92.18,GIFTS OF LOVE,1808463.0,90.45,CT,small,PATERSON,07505-1307,1,Low,1.0,,0.0
66.0,Religion,"The Gathering was officially formed in 1987 in Orlando, Florida. It has been a point of connection for many spiritually flat or disinterested men caught in the pressures of contemporary life. The Gathering has worked closely with local churches in a number of cities across the US and encouraged men to get involved in the church of their choice. They operate Bible study/luncheons and small groups to help men grow further in their Christian walk. The Gathering has also published resource books and a video for small group, hosts seminars, short-term social outreaches, mission trips to the Dominican Republic and outreach breakfasts for men.",59-2810392,1469520.0,0.03,85.0,THE GATHERING,1255454.0,73.72,FL,small,NEW YORK,10012-2727,1,Low,1.0,,0.0
73.0,Education,"The Garden of Dreams Foundation is a non-profit organization that works with The Madison Square Garden Company to positively impact the lives of children facing obstacles. The Foundation works with 28 partner organizations throughout the tristate area, including hospitals, wish organizations and community-based organizations, to reach children who are facing challenges such as homelessness, extreme poverty, illness and foster care. Since it began in 2006, Garden of Dreams has used the magic of MSG - the New York Knicks, New York Rangers, New York Liberty, MSG Networks Inc. and Rockettes - to brighten the lives of children and their families. In addition, through its Garden of Dreams Giving program, the Foundation helps its partner organizations meet the critical needs of the children they serve, including through direct support of scholarships and tangible, targeted community projects.",13-3979726,8786407.0,0.02,91.68,GARDEN OF DREAMS FOUNDATION,8432206.0,80.02,NY,mid,NEW YORK,10121-0899,1,High,3.079060102534754e-07,10205687.0,9743233.0
100.0,Animals,"Since its founding in 1904, the Humane Society of New York has been a presence in New York City, caring for animals in need when illness, injury or homelessness strikes. Today our hospital and our Vladimir Horowitz and Wanda Toscanini Horowitz Adoption Center help more than 38,000 dogs and cats annually, and their numbers continue to grow. The Society has long been noted for its innovative, highly individualized approach to animal care; its pioneer attitude is now reflected in programs coming to the fore nationwide. On any given day the Society is responsible for hundreds of animals with diverse needs. For many, the Society is the only place they will find help.",13-1624041,5438620.0,0.07,90.73,HUMANE SOCIETY OF NEW YORK,10262053.0,93.44,NY,mid,NEW YORK,10022-2006,1,High,4.511119458352894e-07,7507605.0,6650234.0
100.0,International,"Human Rights First is an independent advocacy and action organization that challenges America to live up to its ideals. We believe American leadership is essential in the struggle for human rights so we press the U.S. government and private companies to respect human rights and the rule of law. When they don't, we step in to demand reform, accountability and justice. Around the world, we work where we can best harness American influence to secure core freedoms.",13-3116646,11510302.0,0.1,71.72,HUMAN RIGHTS FIRST,7657880.0,80.0,NY,mid,NEW YORK,10004-2471,1,High,2.604617048364613e-07,16316070.0,11518008.0
100.0,Human Services,"House of Hope has been helping Martin County residents in need for 34 years by providing food, assistance with rent/mortgage, utilities, prescriptions, medical co-pays, clothing and other household expenses. From humble beginnings of handing out sandwiches from the trunk of a car, the organization now operates four full service centers, thrift stores, and Client Choice pantries, in addition to five nutrition gardens, the Elisabeth Lahti Nutrition Center, the Golden Gate Center for Enrichment & a Production/Vocational Farm. On average, House of Hope provides 6,000 services to people each month and distributes more than 700,000 pounds of nutritious food annually to individuals, local church kitchens and food pantries, and low income communities. There is never a cost to anyone seeking assistance from the organization, and everyone receives some level of case management through Project HOPE (Helping Others Progress through Empowerment) program assistants and case managers.",59-2422998,4393436.0,0.07,97.5,HOUSE OF HOPE,4292361.0,98.23,FL,mid,BERWICK,03901-2925,1,Medium,1.3645822672534373e-05,151094.0,146565.0
