ascore,category,tot_exp,admin_exp_p,fund_eff,fund_exp_p,program_exp_p,leader_comp_p,program_exp,fund_exp,fscore,NAME,tot_rev,subcategory,score,size,EIN,STATUS,impact_score,impact_efficiency,INCOME_AMT,REVENUE_AMT,NTEE_CD,ASSET_AMT,ACCT_PD,PF_FILING_REQ_CD,FILING_REQ_CD,INCOME_CD,ASSET_CD,FOUNDATION,DEDUCTIBILITY,RULING,CLASSIFICATION
74.0,Human and Civil Rights,3592409.0,0.053,0.09,0.094,0.852,0.0,3060732.468,337686.446,90.0,CITIZENS COMMISSION ON HUMAN RIGHTS,3248871.0,Advocacy and Education,80.3,mid,911938843,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,199310.0,2000.0
89.0,Religion,1386703.0,0.074,0.09,0.0819999999999999,0.8420000000000001,0.0861,1167603.9260000002,113709.64599999998,92.82,CHRISTIAN LEGAL SOCIETY,1643838.0,Religious Activities,90.71,small,20641817,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,16,0.0,199105.0,1000.0
89.0,Religion,1386703.0,0.074,0.09,0.0819999999999999,0.8420000000000001,0.0861,1167603.9260000002,113709.64599999998,92.82,CHRISTIAN LEGAL SOCIETY,1643838.0,Religious Activities,90.71,small,200169667,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,16,1.0,199105.0,1000.0
75.0,Religion,4420325.0,0.115,0.14,0.118,0.7659999999999999,0.0379,3385968.95,521598.35,79.18,CHOFETZ CHAIM HERITAGE FOUNDATION,4466921.0,Religious Media and Broadcasting,76.99,mid,112642599,1,High,7.39e-07,4734879.0,4057897,X30Z,2128415.0,6,0,1,6,6,15,1.0,198308.0,1000.0
96.0,Religion,16705310.0,0.078,0.11,0.111,0.81,0.0,13531301.1,1854289.41,75.75,CHILD EVANGELISM FELLOWSHIP,16862673.0,Religious Activities,82.62,big,381850703,1,Medium,5.54e-06,360819.0,360819,O55Z,388694.0,12,0,1,4,4,15,1.0,195611.0,7000.0
89.0,International,3260105.0,0.047,0.01,0.0139999999999999,0.938,0.0144,3057978.49,45641.47,98.42,CERGE-EI FOUNDATION,4256395.0,"International Peace, Security, and Affairs",92.14,small,251725738,1,High,7.22e-07,5949786.0,4153620,Q320,10433288.0,12,0,1,7,8,15,1.0,199501.0,1200.0
96.0,Human and Civil Rights,1587880.0,0.077,0.07,0.05,0.871,0.0741,1383043.48,79394.0,89.8,CENTURION MINISTRIES,988909.0,Advocacy and Education,92.25,small,222563979,1,High,2.75e-06,3621100.0,1090219,,2486296.0,12,0,1,6,6,15,1.0,198704.0,1000.0
100.0,Human Services,5685758.0,0.093,0.11,0.0819999999999999,0.823,0.0236,4679378.834,466232.156,80.49,CENTER FOR HEARING AND COMMUNICATION,5778904.0,Social Services,86.2,mid,131624127,1,High,5.64e-07,6142551.0,5318545,,6499201.0,6,0,1,7,7,15,1.0,193502.0,3000.0
100.0,Education,1588290.0,0.094,0.02,0.04,0.8640000000000001,0.0917999999999999,1372282.56,63531.6,97.5,CENTER FOR CREATIVE EDUCATION,2447624.0,Youth Education Programs and Services,98.23,small,943152269,1,Medium,5.42e-06,369007.0,369007,B99,60877.0,6,0,1,4,3,16,1.0,199703.0,1000.0
100.0,"Arts, Culture, Humanities",7898914.0,0.103,0.13,0.1119999999999999,0.784,0.0343,6192748.576,884678.3679999999,88.34,CELEBRITY SERIES OF BOSTON,11202483.0,Performing Arts,91.75,mid,222958508,1,High,4.25e-07,7771173.0,7050750,,8847288.0,6,0,1,7,7,16,1.0,198909.0,1000.0
100.0,Human Services,12918567.0,0.078,0.09,0.03,0.8909999999999999,0.0132,11510443.197,387557.01,93.96,CEDARS,12999681.0,Children's and Family Services,95.72,mid,731716846,1,Low,1.0,0.0,0,F60,0.0,12,0,2,0,0,15,1.0,201405.0,1000.0
89.0,Human and Civil Rights,3045051.0,0.263,0.24,0.24,0.496,0.1585,1510345.296,730812.24,70.0,CATHOLIC LEAGUE FOR RELIGIOUS AND CIVIL RIGHTS,3498116.0,Advocacy and Education,77.4,small,237279981,1,High,8.58e-07,3498116.0,3498116,R65M,37662680.0,12,0,1,6,8,15,1.0,197405.0,1200.0
73.0,Religion,1303373.0,0.08,0.21,0.14,0.779,0.0,1015327.567,182472.22000000003,77.97,CATHOLIC FOUNDATION OF MAINE,1151416.0,Religious Activities,75.35,small,770612679,1,High,1.35e-06,2220795.0,2220795,X122,25367328.0,6,0,1,6,8,15,1.0,200501.0,7100.0
100.0,Human Services,34668837.0,0.09,0.04,0.038,0.87,0.0038,30161888.19,1317415.806,87.29,CATHOLIC CHARITIES OF BUFFALO,32503558.0,Social Services,91.01,big,160743251,1,High,8.44e-08,35547460.0,35547460,T310,41263290.0,6,0,1,8,8,15,1.0,194603.0,1700.0
89.0,Human Services,1235856.0,0.087,0.1,0.12,0.792,0.1171,978797.952,148302.72,86.41,CATHOLIC BIG SISTERS & BIG BROTHERS,1186017.0,"Youth Development, Shelter, and Crisis Services",87.63,small,135564115,1,High,2.34e-06,1620644.0,1282297,,810378.0,12,0,1,6,5,15,0.0,194603.0,1700.0
77.0,Human Services,1921593.0,0.147,0.15,0.074,0.777,,1493077.761,142197.882,95.41,CAMP BEECH CLIFF,1534039.0,"Youth Development, Shelter, and Crisis Services",83.41,small,10502563,1,High,1.83e-06,1734889.0,1643730,N20Z,18904764.0,9,0,1,6,8,16,1.0,199704.0,1000.0
89.0,Education,86183618.0,0.046,0.06,0.072,0.8809999999999999,0.0037,75927767.45799999,6205220.496,97.5,CAMBRIDGE IN AMERICA,76090245.0,Scholarship and Financial Support,92.02,big,526071299,1,High,5.56e-08,54932384.0,53955560,Q113,54433200.0,7,0,1,9,9,15,1.0,196704.0,1200.0
97.0,Research and Public Policy,14612498.0,0.162,0.13,0.1159999999999999,0.72,0.0208,10520998.56,1695049.768,67.42,DRUG POLICY ALLIANCE,12839328.0,Social and Public Policy Research,76.86,big,521516692,1,High,2.88e-07,10497843.0,10430244,F20Z,13401657.0,5,0,1,8,8,15,1.0,198805.0,1200.0
100.0,Human Services,22405064.0,0.019,0.06,0.0559999999999999,0.923,0.0144999999999999,20679874.072,1254683.5839999998,87.85,DRESS FOR SUCCESS WORLDWIDE,22648168.0,Social Services,91.4,big,134040377,1,High,1.28e-07,23479490.0,23479490,Q320,7388370.0,12,0,1,8,7,15,1.0,199907.0,1000.0
100.0,Health,11597550.0,0.008,0.19,0.149,0.841,0.0,9753539.55,1728034.95,91.28,DEBORAH HOSPITAL FOUNDATION,8041585.0,Treatment and Prevention Services,93.83,mid,222049500,1,High,2.66e-07,19487548.0,11279722,E110,31308964.0,12,0,1,8,8,15,1.0,197501.0,1000.0
93.0,Health,1528239259.0,0.103,0.06,0.023,0.873,0.0004,1334152873.107,35149502.957,92.5,DANA-FARBER CANCER INSTITUTE,1495111225.0,Medical Research,92.74,big,42263040,1,High,2.49e-09,1206044000.0,1203290100,H300,2014332400.0,9,0,1,9,9,15,1.0,196204.0,1000.0
89.0,Religion,4278329.0,0.123,0.25,0.07,0.805,0.0547,3444054.845,299483.03,84.59,EPISCOPAL CHURCH FOUNDATION,6201824.0,Religious Activities,86.61,mid,131776448,1,High,8.56e-07,12165882.0,3505323,X110,261432160.0,12,0,1,8,9,15,1.0,196912.0,1000.0
89.0,Human Services,1785346.0,0.0579999999999999,0.18,0.205,0.735,0.0886,1312229.31,365995.93,84.27,EPISCOPAL CHARITIES OF THE DIOCESE OF NEW YORK,2329331.0,Social Services,86.42,small,133902908,1,High,1.72e-06,2739567.0,1745057,X12,2957828.0,12,0,1,6,6,15,1.0,199702.0,1000.0
89.0,Environment,2539563.0,0.115,0.03,0.035,0.8490000000000001,0.0626,2156088.987,88884.705,94.97,ENVIRONMENTAL GRANTMAKERS ASSOCIATION,2728418.0,Environmental Protection and Conservation,91.44,small,208817646,1,High,1.27e-06,2358573.0,2358573,C99,2038179.0,12,0,1,6,6,15,1.0,200706.0,1200.0
100.0,Health,3110680.0,0.075,0.08,0.081,0.843,0.0516999999999999,2622303.24,251965.08,84.8,ENCOURAGE KIDS FOUNDATION,3443525.0,Patient and Family Support,89.25,small,133442216,1,High,1.03e-06,3333227.0,2905368,P30,3358489.0,12,0,1,6,6,15,1.0,201602.0,1500.0
96.0,International,4505664.0,0.084,0.11,0.109,0.8059999999999999,0.0371,3631565.184,491117.376,88.74,EMPOWER,5887954.0,Development and Relief Services,91.55,mid,813813710,1,Low,1.0,,0,B01,,6,0,2,0,0,15,1.0,201609.0,1000.0
85.0,Education,7454519.0,0.045,0.04,0.052,0.901,0.0108,6716521.618999999,387634.988,90.0,FUTURES IN EDUCATION,7225208.0,Scholarship and Financial Support,87.25,mid,205496382,1,High,3.12e-07,11553708.0,9622412,B12,12039532.0,12,0,1,8,8,15,1.0,200703.0,1000.0
100.0,International,2374923.0,0.143,0.08,0.085,0.77,0.0356999999999999,1828690.71,201868.455,97.71,FRIENDS WITHOUT A BORDER,1952601.0,Development and Relief Services,98.38,small,133880402,1,High,1.08e-06,3009132.0,2786821,B28,2738616.0,12,0,1,6,6,15,1.0,199610.0,1000.0
96.0,International,96974455.0,0.109,0.09,0.123,0.7659999999999999,0.0109,74282432.52999999,11927857.965000002,92.6,FRIENDS OF THE ISRAEL DEFENSE FORCES,122871409.0,"International Peace, Security, and Affairs",94.05,big,133156445,1,High,3.1e-08,123907730.0,96914060,Q123,168621710.0,12,0,1,9,9,15,1.0,198307.0,1000.0
67.0,"Arts, Culture, Humanities",1805666.0,0.017,0.14,0.131,0.85,0.0,1534816.1,236542.246,95.0,FRIENDS OF MOUNT AUBURN CEMETERY,2170245.0,"Libraries, Historical Societies and Landmark Preservation",76.39,small,223084639,1,High,1.23e-06,2468652.0,2435561,A82Z,1801494.0,3,0,1,6,6,15,1.0,199101.0,1000.0
96.0,Environment,3913667.0,0.113,0.03,0.104,0.7809999999999999,0.0375,3056573.927,407021.368,91.53,FRIENDS OF ACADIA,7232104.0,"Botanical Gardens, Parks, and Nature Centers",93.37,mid,10425071,1,High,3.75e-07,14397135.0,7995364,C340,49595256.0,12,0,1,8,8,15,1.0,198801.0,1000.0
96.0,Human and Civil Rights,3278337.0,0.057,0.09,0.141,0.8009999999999999,0.0278,2625947.937,462245.51699999993,96.1,FREE PRESS,5672347.0,Advocacy and Education,96.04,small,412106721,1,High,6.78e-07,4424641.0,4424641,A01,4257600.0,12,0,1,6,6,15,1.0,200401.0,1200.0
100.0,Human Services,2592605.0,0.043,0.01,0.0139999999999999,0.941,0.0556,2439641.305,36296.47,90.0,FOREVER YOUNG FOUNDATION,2833525.0,Children's and Family Services,92.92,small,731689944,1,Low,1.0,16456.0,0,T22,1259386.0,6,1,0,2,6,4,1.0,200402.0,1000.0
96.0,Human Services,26000869.0,0.02,0.02,0.018,0.961,0.0039,24986835.109,468015.6420000001,88.27,FOOD BANK OF CENTRAL NEW YORK,26232126.0,"Food Banks, Food Pantries, and Food Distribution",91.23,big,222816988,1,High,1.2e-07,24980552.0,24941878,K31,9969556.0,6,0,1,8,7,15,1.0,198712.0,1000.0
93.0,Human Services,82139683.0,0.061,0.03,0.036,0.902,0.0034999999999999,74089994.066,2957028.5880000005,73.42,FOOD BANK FOR NEW YORK CITY,81495184.0,"Food Banks, Food Pantries, and Food Distribution",80.56,big,133179546,1,High,3.57e-08,89475224.0,83935730,S50,18868268.0,6,0,1,9,8,15,1.0,198311.0,1000.0
100.0,Community Development,38216328.0,0.015,0.01,0.001,0.983,0.0049,37566650.424,38216.328,91.09,FJC,34630143.0,Community Foundations,93.69,big,133848582,1,High,8.66e-08,95963890.0,34630144,I990,250402900.0,3,0,1,9,9,15,1.0,199601.0,1000.0
100.0,Human Services,7326345.0,0.039,0.03,0.031,0.928,0.02,6798848.159999999,227116.695,97.5,FDNY FOUNDATION,8203632.0,Multipurpose Human Service Organizations,98.23,mid,112632404,1,High,3.82e-07,9233171.0,7847646,M112,11644530.0,6,0,1,7,8,15,1.0,198204.0,1000.0
96.0,Health,4406029.0,0.079,0.09,0.105,0.8140000000000001,0.038,3586507.606,462633.045,93.97,FAMILY REACH FOUNDATION,4595390.0,Patient and Family Support,94.88,mid,912192211,1,High,7.39e-07,4258406.0,4057639,G98,1855807.0,12,0,1,6,6,15,1.0,200308.0,1000.0
89.0,Human and Civil Rights,2186108.0,0.1939999999999999,0.16,0.148,0.657,0.0371,1436272.956,323543.98400000005,61.98,FAMILY EQUALITY COUNCIL,2302565.0,Advocacy and Education,72.01,small,521438455,1,High,1.34e-06,2676313.0,2245876,B90,766992.0,12,0,1,6,5,16,1.0,198512.0,2000.0
100.0,Environment,10055075.0,0.047,0.13,0.156,0.7959999999999999,0.0389,8003839.699999999,1568591.7,90.95,GULF OF MAINE RESEARCH INSTITUTE,11547651.0,Environmental Protection and Conservation,93.6,mid,10504905,1,High,2.85e-07,13356540.0,10528285,D500,13742473.0,12,0,1,8,8,15,1.0,199605.0,1000.0
85.0,"Arts, Culture, Humanities",3542392.0,0.069,0.06,0.045,0.885,,3135016.92,159407.63999999998,100.0,GREENWICH LIBRARY,2477395.0,"Libraries, Historical Societies and Landmark Preservation",89.39,mid,66002281,1,High,9.35e-07,3396200.0,3209349,B700,65321050.0,6,0,1,6,9,15,1.0,194312.0,1000.0
62.0,Animals,1351259.0,0.086,0.24,0.14,0.773,0.0429,1044523.207,189176.26,87.46,GREATER ANDROSCOGGIN HUMANE SOCIETY,1433227.0,"Animal Rights, Welfare, and Services",71.7,small,16011843,1,High,2.17e-06,1505846.0,1382572,D200,3134907.0,6,0,1,6,6,16,1.0,197302.0,4000.0
97.0,Environment,620590.0,0.061,0.09,0.098,0.84,0.1821,521295.6,60817.82,99.32,GREAT SWAMP WATERSHED ASSOCIATION,666422.0,Environmental Protection and Conservation,97.82,small,222403906,1,Medium,3e-06,666422.0,666422,C320,1523590.0,6,0,1,5,6,15,1.0,198208.0,1000.0
89.0,Animals,2327548.0,0.083,0.23,0.19,0.725,0.0574,1687472.3,442234.12,82.78,GRAYSON-JOCKEY CLUB RESEARCH FOUNDATION,4000756.0,"Animal Rights, Welfare, and Services",85.55,small,616031750,1,High,8.07e-07,15506953.0,3719155,D054,25131020.0,12,0,1,8,8,15,1.0,194206.0,1000.0
100.0,Human Services,17909293.0,0.05,0.08,0.015,0.934,0.0088,16727279.662,268639.395,90.94,THE GRANITE YMCA,21835314.0,Multipurpose Human Service Organizations,93.59,big,20222248,1,High,1.66e-07,19436256.0,18047656,,22402876.0,5,0,1,8,8,16,1.0,193801.0,2000.0
100.0,Community Development,8900393.0,0.07,0.09,0.09,0.838,0.0177,7458529.334,801035.37,84.48,GRANITE UNITED WAY,8744231.0,United Ways,89.02,mid,26006033,1,High,3.6e-07,8334806.0,8334806,,8256389.0,3,0,1,7,7,15,1.0,195508.0,1000.0
85.0,Education,4794513.0,0.086,0.05,0.049,0.8640000000000001,0.034,4142459.232,234931.137,97.05,GOTTESMAN RTW ACADEMY,4288825.0,Youth Education Programs and Services,89.19,mid,221833220,1,High,8.87e-07,4339703.0,3381080,,18715872.0,6,0,1,6,8,11,1.0,197903.0,2000.0
77.0,Health,1471102.0,0.059,0.08,0.068,0.871,0.0298,1281329.842,100034.936,85.86,GLORIA GEMMA BREAST CANCER RESOURCE FOUNDATION,1240262.0,"Diseases, Disorders, and Disciplines",80.9,small,134283582,1,High,1.7e-06,1962414.0,1761747,E70,847894.0,12,0,1,6,5,15,1.0,200501.0,1000.0
93.0,Human Services,4945610.0,0.175,0.18,0.107,0.716,0.0356999999999999,3541056.76,529180.27,83.67,GIRLS ON THE RUN INTERNATIONAL,6571090.0,"Youth Development, Shelter, and Crisis Services",87.43,mid,472091490,1,Low,1.8e-05,71599.0,55515,O50,24522.0,6,0,1,3,2,16,0.0,201507.0,1000.0
93.0,Human Services,4945610.0,0.175,0.18,0.107,0.716,0.0356999999999999,3541056.76,529180.27,83.67,GIRLS ON THE RUN INTERNATIONAL,6571090.0,"Youth Development, Shelter, and Crisis Services",87.43,mid,473612764,1,Low,1.0,,0,O50,,6,0,2,0,0,16,0.0,201507.0,1000.0
89.0,Human Services,1800248.0,0.078,0.08,0.081,0.8390000000000001,0.0499,1510408.0720000002,145820.08800000002,92.18,GIFTS OF LOVE,1808463.0,Social Services,90.45,small,821948594,1,Low,1.0,,0,T50,,12,0,2,0,0,16,1.0,201707.0,1000.0
66.0,Religion,1469520.0,0.049,0.03,0.02,0.929,,1365184.08,29390.4,85.0,THE GATHERING,1255454.0,Religious Activities,73.72,small,205544035,1,Low,1.0,,0,,,12,0,6,0,0,10,1.0,196402.0,7000.0
73.0,Education,8786407.0,0.024,0.02,0.023,0.951,0.0,8355873.057,202087.361,91.68,GARDEN OF DREAMS FOUNDATION,8432206.0,Scholarship and Financial Support,80.02,mid,133979726,1,High,3.08e-07,10205687.0,9743233,T30,5868796.0,8,0,1,8,7,15,1.0,199808.0,1000.0
100.0,Animals,5438620.0,0.059,0.07,0.05,0.889,0.0250999999999999,4834933.18,271931.0,90.73,HUMANE SOCIETY OF NEW YORK,10262053.0,"Animal Rights, Welfare, and Services",93.44,mid,131624041,1,High,4.51e-07,7507605.0,6650234,D200,31431368.0,12,0,1,7,8,16,1.0,195004.0,4000.0
100.0,International,11510302.0,0.0969999999999999,0.1,0.079,0.823,0.0217,9472978.546,909313.858,71.72,HUMAN RIGHTS FIRST,7657880.0,"International Peace, Security, and Affairs",80.0,mid,133116646,1,High,2.6e-07,16316070.0,11518008,Q700,9682447.0,12,0,1,8,7,15,1.0,198207.0,2000.0
100.0,Human Services,4393436.0,0.0409999999999999,0.07,0.073,0.885,0.0243,3888190.86,320720.828,97.5,HOUSE OF HOPE,4292361.0,Social Services,98.23,mid,454066375,1,Medium,1.36e-05,151094.0,146565,K34,103966.0,12,0,1,4,4,15,1.0,201301.0,1700.0
73.0,Research and Public Policy,4944604.0,0.122,0.06,0.059,0.818,0.0556,4044686.072,291731.636,96.58,HOPE STREET GROUP,5114409.0,Social and Public Policy Research,80.75,mid,450497577,1,High,7.43e-07,4040315.0,4040315,P20,3026631.0,6,0,1,6,6,15,1.0,200307.0,1000.0
85.0,Community Development,2582516.0,0.055,0.07,0.0579999999999999,0.885,0.0255,2285526.66,149785.928,97.5,HOPE COMMUNITY,2553978.0,Housing and Neighborhood Development,89.24,small,222768702,1,Low,1.0,,0,,,12,0,6,0,0,10,1.0,196307.0,7000.0
96.0,Health,2547618.0,0.147,0.07,0.053,0.799,0.0389,2035546.782,135023.754,93.54,HEREDITARY DISEASE FOUNDATION,1074269.0,Medical Research,94.62,small,237376197,1,High,1.31e-06,6351269.0,2289333,H200,11731003.0,12,0,1,7,8,15,1.0,197406.0,1000.0
97.0,Human Services,36692652.0,0.103,0.03,0.0279999999999999,0.868,0.0068,31849221.936,1027394.256,88.47,HENRY STREET SETTLEMENT,37194272.0,Social Services,91.57,big,131562242,1,High,8.06e-08,43692896.0,37226200,P280,49009988.0,6,0,1,8,8,15,1.0,194412.0,1200.0
69.0,Health,1275741.0,0.122,0.15,0.113,0.763,,973390.383,144158.733,82.51,HEMOPHILIA ASSOCIATION OF NEW JERSEY,1433181.0,"Diseases, Disorders, and Disciplines",74.83,small,221964188,1,High,1.92e-06,1725843.0,1563261,,4612970.0,6,0,1,6,6,15,1.0,199209.0,1000.0
92.0,Human Services,29871110.0,0.143,0.07,0.036,0.82,0.0072,24494310.2,1075359.9600000002,84.86,HELEN KELLER SERVICES,79455781.0,Social Services,87.89,big,111630807,1,High,1.13e-07,39341864.0,26517178,P860,50120990.0,6,0,1,8,9,15,1.0,193607.0,1000.0
100.0,Health,2002376.0,0.132,0.3,0.215,0.652,0.0639,1305549.152,430510.84,76.84,HEARING LOSS ASSOCIATION OF AMERICA,2248791.0,"Diseases, Disorders, and Disciplines",83.62,small,461125264,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,200111.0,1000.0
100.0,Health,3570773.0,0.049,0.08,0.075,0.875,0.0607,3124426.375,267807.975,97.5,HEARING HEALTH FOUNDATION,3413871.0,Medical Research,98.23,mid,131882107,1,High,7.97e-07,7694641.0,3762302,H20,8707476.0,9,0,1,7,7,15,1.0,195805.0,1000.0
82.0,Religion,4085847.0,0.062,0.08,0.084,0.853,0.0311,3485227.491,343211.14800000004,90.0,HAVEN MINISTRIES,3842833.0,Religious Media and Broadcasting,85.43,mid,113380221,1,Low,1.0,,0,X20Z,,12,0,6,0,0,10,1.0,199808.0,7000.0
100.0,Community Development,51454850.0,0.185,0.07,0.023,0.79,0.0031,40649331.5,1183461.55,83.07,HARTFORD FOUNDATION FOR PUBLIC GIVING,116402526.0,Community Foundations,88.02,big,60699252,1,High,4.77e-08,498468260.0,62827464,T310,917285400.0,12,0,1,9,9,15,1.0,194203.0,1000.0
96.0,Education,3672499.0,0.079,0.1,0.136,0.784,0.0469,2879239.216,499459.86400000006,88.98,HARLEM ACADEMY,4995575.0,Youth Education Programs and Services,91.71,mid,562454573,1,High,8.71e-07,3558464.0,3444329,B24,21047952.0,6,0,1,6,8,11,1.0,200601.0,2100.0
96.0,"Arts, Culture, Humanities",5044614.0,0.172,0.19,0.139,0.688,0.0512,3470694.432,701201.346,83.48,HANDEL AND HAYDN SOCIETY,4797781.0,Performing Arts,87.98,mid,42126598,1,High,7.06e-07,13338827.0,4248152,A680,11944978.0,6,0,1,8,8,15,1.0,193003.0,2000.0
92.0,International,2172736.0,0.067,0.12,0.0819999999999999,0.85,0.036,1846825.6,178164.35199999998,82.5,HAND IN HAND MINISTRIES,2720292.0,Development and Relief Services,86.39,small,464603879,1,Low,2.64e-05,37897.0,37897,P20,34929.0,12,0,2,3,3,15,1.0,201501.0,1000.0
97.0,Human Services,247272285.0,0.046,0.19,0.171,0.782,0.0013,193366926.87,42283560.73500001,75.55,HABITAT FOR HUMANITY INTERNATIONAL,250235592.0,Multipurpose Human Service Organizations,82.58,big,42939276,1,Medium,6.65e-06,314516.0,300706,,1571619.0,6,0,1,4,6,15,1.0,198701.0,1000.0
97.0,Human Services,247272285.0,0.046,0.19,0.171,0.782,0.0013,193366926.87,42283560.73500001,75.55,HABITAT FOR HUMANITY INTERNATIONAL,250235592.0,Multipurpose Human Service Organizations,82.58,big,50458404,1,Low,8.19e-05,133354.0,12209,,1256139.0,6,0,1,4,6,15,1.0,198701.0,1000.0
97.0,Human Services,247272285.0,0.046,0.19,0.171,0.782,0.0013,193366926.87,42283560.73500001,75.55,HABITAT FOR HUMANITY INTERNATIONAL,250235592.0,Multipurpose Human Service Organizations,82.58,big,161436149,1,Medium,1.13e-05,176571.0,176571,L20Z,1088822.0,12,0,1,4,6,15,1.0,198701.0,1000.0
97.0,Human Services,247272285.0,0.046,0.19,0.171,0.782,0.0013,193366926.87,42283560.73500001,75.55,HABITAT FOR HUMANITY INTERNATIONAL,250235592.0,Multipurpose Human Service Organizations,82.58,big,222675802,1,High,7.08e-07,5036468.0,4238820,,4624686.0,12,0,1,7,6,15,0.0,198701.0,1000.0
97.0,Human Services,247272285.0,0.046,0.19,0.171,0.782,0.0013,193366926.87,42283560.73500001,75.55,HABITAT FOR HUMANITY INTERNATIONAL,250235592.0,Multipurpose Human Service Organizations,82.58,big,222823938,1,Low,2.36e-05,42398.0,42398,L20Z,489024.0,6,0,2,3,4,15,1.0,198701.0,1000.0
96.0,Human Services,47133041.0,0.104,0.18,0.023,0.872,0.0070999999999999,41100011.752,1084059.943,88.55,YMCA OF GREATER ROCHESTER,45179908.0,Multipurpose Human Service Organizations,91.42,big,160743242,1,High,6.86e-08,47126690.0,43761944,P270,73180890.0,3,0,1,8,9,16,1.0,193404.0,1000.0
